词项,比重
核查,0.12179526216430181
限期,0.12179526216430181
补缴,0.12179526216430181
信贷,0.12179526216430181
贷款额度,0.12179526216430181
开拓创新,0.12179526216430181
新思路,0.12179526216430181
防范,0.12179526216430181
树立,0.12179526216430181
大局意识,0.12179526216430181
委财,0.12179526216430181
政,0.12179526216430181
中国人民银行,0.12179526216430181
银,0.12179526216430181
保,0.12179526216430181
监,0.12179526216430181
会国,0.12179526216430181
家,0.12179526216430181
征求,0.12179526216430181
公告,0.12179526216430181
现向,0.12179526216430181
感谢您,0.12179526216430181
联系方式,0.12179526216430181
xinnengyuansi,0.12179526216430181
@,0.12179526216430181
126,0.12179526216430181
com,0.12179526216430181
深化,0.12179526216430181
调查,0.12179526216430181
以地,0.12179526216430181
行政区域,0.12179526216430181
设置,0.12179526216430181
矿业权,0.12179526216430181
不高,0.12179526216430181
地质,0.12179526216430181
市场需求,0.12179526216430181
测算,0.12179526216430181
地下,0.12179526216430181
成套,0.12179526216430181
适时,0.12179526216430181
对本,0.12179526216430181
1000,0.12179526216430181
矿权,0.12179526216430181
联动,0.12179526216430181
数据共享,0.12179526216430181
匹配,0.12179526216430181
水,0.12179526216430181
许可,0.12179526216430181
上报,0.12179526216430181
信用,0.12179526216430181
失信,0.12179526216430181
动态,0.12179526216430181
温度,0.12179526216430181
基础设施,0.12179526216430181
矿产资源,0.12179526216430181
国土,0.12179526216430181
空间规划,0.12179526216430181
营造,0.12179526216430181
住房,0.12179526216430181
分工,0.12179526216430181
审查,0.12179526216430181
开局,0.12179526216430181
导向,0.12179526216430181
跃升,0.12179526216430181
占全,0.12179526216430181
共担,0.12179526216430181
省区,0.12179526216430181
必需,0.12179526216430181
多元,0.12179526216430181
签订,0.12179526216430181
建,0.12179526216430181
合建,0.12179526216430181
购买,0.12179526216430181
储能,0.12179526216430181
竞价,0.12179526216430181
清理,0.12179526216430181
确实,0.12179526216430181
年户,0.12179526216430181
49,0.12179526216430181
秩序,0.12179526216430181
门槛,0.12179526216430181
土地,0.12179526216430181
能源开发,0.12179526216430181
草原,0.12179526216430181
创造,0.12179526216430181
理性,0.12179526216430181
辖区,0.12179526216430181
一季度,0.12179526216430181
可再生,0.12179526216430181
不断扩大,0.12179526216430181
起步,0.12179526216430181
呈现,0.12179526216430181
小康社会,0.12179526216430181
机遇,0.12179526216430181
国内外,0.12179526216430181
18,0.12179526216430181
石油,0.12179526216430181
巴西,0.12179526216430181
欧洲,0.12179526216430181
北欧国家,0.12179526216430181
处理量,0.12179526216430181
无害化,0.12179526216430181
70%,0.12179526216430181
瑞典,0.12179526216430181
570,0.12179526216430181
车用,0.12179526216430181
消费量,0.12179526216430181
化工,0.12179526216430181
非粮,0.12179526216430181
混合,0.12179526216430181
航空,0.12179526216430181
国内,0.12179526216430181
剩余物,0.12179526216430181
1030,0.12179526216430181
年发电量,0.12179526216430181
520,0.12179526216430181
800,0.12179526216430181
燃烧,0.12179526216430181
190,0.12179526216430181
万处,0.12179526216430181
正,0.12179526216430181
关键,0.12179526216430181
210,0.12179526216430181
成功,0.12179526216430181
效益,0.12179526216430181
专用设备,0.12179526216430181
难度,0.12179526216430181
技术水平,0.12179526216430181
工程化,0.12179526216430181
健全,0.12179526216430181
诸多,0.12179526216430181
环节,0.12179526216430181
十八,0.12179526216430181
融入,0.12179526216430181
1500,0.12179526216430181
900,0.12179526216430181
集中区,0.12179526216430181
华北,0.12179526216430181
华东,0.12179526216430181
华中,0.12179526216430181
华南,0.12179526216430181
西南,0.12179526216430181
西北,0.12179526216430181
标准化,0.12179526216430181
鲁,0.12179526216430181
长三角,0.12179526216430181
珠三角,0.12179526216430181
公共,0.12179526216430181
农村居民,0.12179526216430181
二氧化硫,0.12179526216430181
氮氧化物,0.12179526216430181
高于,0.12179526216430181
乡镇,0.12179526216430181
福建,0.12179526216430181
云南,0.12179526216430181
宁夏,0.12179526216430181
35,0.12179526216430181
新建,0.12179526216430181
调控,0.12179526216430181
宣传,0.12179526216430181
无障碍,0.12179526216430181
城乡,0.12179526216430181
粮,0.12179526216430181
荒地,0.12179526216430181
甜,0.12179526216430181
高粱,0.12179526216430181
适度,0.12179526216430181
万吨级,0.12179526216430181
产品质量,0.12179526216430181
接纳,0.12179526216430181
以省,0.12179526216430181
资本,0.12179526216430181
180,0.12179526216430181
第一次,0.12179526216430181
指示,0.12179526216430181
省委,0.12179526216430181
介绍,0.12179526216430181
阶段性,0.12179526216430181
电投,0.12179526216430181
05,0.12179526216430181
小时数,0.12179526216430181
500,0.12179526216430181
24,0.12179526216430181
综通,0.12179526216430181
新能,0.12179526216430181
电力公司,0.12179526216430181
在建,0.12179526216430181
管理水平,0.12179526216430181
信息技术,0.12179526216430181
网络安全,0.12179526216430181
2014,0.12179526216430181
号令,0.12179526216430181
总体方案,0.12179526216430181
36,0.12179526216430181
监测数据,0.12179526216430181
分钟,0.12179526216430181
归集,0.12179526216430181
光电,0.12179526216430181
保留,0.12179526216430181
以备,0.12179526216430181
09,0.12179526216430181
超前,0.12179526216430181
深度,0.12179526216430181
此类,0.12179526216430181
避让,0.12179526216430181
规模较,0.12179526216430181
中小型,0.12179526216430181
开发进度,0.12179526216430181
安装,0.12179526216430181
到位,0.12179526216430181
暂停,0.12179526216430181
领导,0.12179526216430181
纠正,0.12179526216430181
采取有效,0.12179526216430181
投运,0.12179526216430181
指因,0.12179526216430181
传输,0.12179526216430181
相互配合,0.12179526216430181
每日,0.12179526216430181
实,0.12179526216430181
内除,0.12179526216430181
所处,0.12179526216430181
自然,0.12179526216430181
验证,0.12179526216430181
法是,0.12179526216430181
地理位置,0.12179526216430181
地势,0.12179526216430181
选定,0.12179526216430181
微观,0.12179526216430181
气象学,0.12179526216430181
流体力学,0.12179526216430181
轮毂,0.12179526216430181
高度,0.12179526216430181
解除,0.12179526216430181
自动化,0.12179526216430181
自动控制,0.12179526216430181
限值,0.12179526216430181
覆冰,0.12179526216430181
泥石流,0.12179526216430181
抗,0.12179526216430181
自动,0.12179526216430181
控制系统,0.12179526216430181
AGC,0.12179526216430181
测试阶段,0.12179526216430181
临时,0.12179526216430181
送电,0.12179526216430181
极限,0.12179526216430181
认定,0.12179526216430181
违反,0.12179526216430181
工程施工,0.12179526216430181
如对,0.12179526216430181
违规行为,0.12179526216430181
原,0.12179526216430181
量计算,0.12179526216430181
试行,0.12179526216430181
办,0.12179526216430181
2012,0.12179526216430181
154,0.12179526216430181
大关,0.12179526216430181
翻番,0.12179526216430181
持续保持,0.12179526216430181
倍,0.12179526216430181
2.6,0.12179526216430181
连续,0.12179526216430181
贡献,0.12179526216430181
管理条例,0.12179526216430181
法律,0.12179526216430181
结算,0.12179526216430181
委托,0.12179526216430181
总体目标,0.12179526216430181
次年,0.12179526216430181
考核,0.12179526216430181
本行政区域,0.12179526216430181
建设项目,0.12179526216430181
场址,0.12179526216430181
多家,0.12179526216430181
同意,0.12179526216430181
第十七条,0.12179526216430181
第十八条,0.12179526216430181
技术标准,0.12179526216430181
容,0.12179526216430181
配比,0.12179526216430181
1.8,0.12179526216430181
涉网,0.12179526216430181
重复,0.12179526216430181
抄送,0.12179526216430181
信息系统,0.12179526216430181
发生,0.12179526216430181
保供,0.12179526216430181
仪式,0.12179526216430181
汇编,0.12179526216430181
03,0.12179526216430181
近期,0.12179526216430181
如实,0.12179526216430181
弄虚作假,0.12179526216430181
谎报,0.12179526216430181
瞒报,0.12179526216430181
备用,0.12179526216430181
×,0.12179526216430181
合理性,0.12179526216430181
测试,0.12179526216430181
相对误差,0.12179526216430181
策略,0.12179526216430181
环境温度,0.12179526216430181
损失,0.12179526216430181
计划,0.12179526216430181
因未,0.12179526216430181
决策,0.12179526216430181
不当,0.12179526216430181
归纳,0.12179526216430181
视频,0.12179526216430181
向海,0.12179526216430181
平,0.12179526216430181
围绕,0.12179526216430181
听取,0.12179526216430181
意见建议,0.12179526216430181
情况汇报,0.12179526216430181
沙漠,0.12179526216430181
戈壁,0.12179526216430181
荒漠,0.12179526216430181
水规,0.12179526216430181
电规,0.12179526216430181
研究所,0.12179526216430181
学会,0.12179526216430181
专业,0.12179526216430181
委员会,0.12179526216430181
同志,0.12179526216430181
中共中央,0.12179526216430181
局要,0.12179526216430181
所在地,0.12179526216430181
内部,0.12179526216430181
投资决策,0.12179526216430181
招投标,0.12179526216430181
工作效率,0.12179526216430181
人力,0.12179526216430181
要素,0.12179526216430181
对接,0.12179526216430181
符合条件,0.12179526216430181
两部,0.12179526216430181
制,0.12179526216430181
输配电,0.12179526216430181
价,0.12179526216430181
独立,0.12179526216430181
培训,0.12179526216430181
教育,0.12179526216430181
外送,0.12179526216430181
字,0.12179526216430181
呈报,0.12179526216430181
修改,0.12179526216430181
二期,0.12179526216430181
林地,0.12179526216430181
本级,0.12179526216430181
输变电,0.12179526216430181
达,0.12179526216430181
值为,0.12179526216430181
0.6,0.12179526216430181
本地,0.12179526216430181
外来,0.12179526216430181
超额,0.12179526216430181
激励,0.12179526216430181
值,0.12179526216430181
相差,0.12179526216430181
29,0.12179526216430181
1.06,0.12179526216430181
07,0.12179526216430181
进展,0.12179526216430181
疫情,0.12179526216430181
超,0.12179526216430181
启动,0.12179526216430181
还要,0.12179526216430181
全力,0.12179526216430181
扎实,0.12179526216430181
稳住,0.12179526216430181
提高认识,0.12179526216430181
明确任务,0.12179526216430181
双碳,0.12179526216430181
局为,0.060897631082150905
深入人心,0.060897631082150905
主席,0.060897631082150905
十五届,0.060897631082150905
联合国大会,0.060897631082150905
一般性,0.060897631082150905
辩论,0.060897631082150905
峰值,0.060897631082150905
描绘,0.060897631082150905
宏伟蓝图,0.060897631082150905
倡导,0.060897631082150905
迫切需要,0.060897631082150905
必然选择,0.060897631082150905
承受能力,0.060897631082150905
一项,0.060897631082150905
城市更新,0.060897631082150905
新区,0.060897631082150905
产业园,0.060897631082150905
关注,0.060897631082150905
战略规划,0.060897631082150905
全面实施,0.060897631082150905
广,0.060897631082150905
市场潜力,0.060897631082150905
广阔,0.060897631082150905
拉动,0.060897631082150905
根据地,0.060897631082150905
机理,0.060897631082150905
分类管理,0.060897631082150905
分散相,0.060897631082150905
重点项目,0.060897631082150905
勘探,0.060897631082150905
油田,0.060897631082150905
出水,0.060897631082150905
矿物质,0.060897631082150905
型,0.060897631082150905
饮用水,0.060897631082150905
水源地,0.060897631082150905
保护区,0.060897631082150905
禁限,0.060897631082150905
采区,0.060897631082150905
承压,0.060897631082150905
地热水,0.060897631082150905
适应性,0.060897631082150905
集中供热,0.060897631082150905
同等条件,0.060897631082150905
聚集区,0.060897631082150905
就地取材,0.060897631082150905
收储,0.060897631082150905
破解,0.060897631082150905
小而散,0.060897631082150905
积极探索,0.060897631082150905
分散型,0.060897631082150905
居住,0.060897631082150905
供气,0.060897631082150905
固体废物,0.060897631082150905
物料,0.060897631082150905
布袋,0.060897631082150905
除尘,0.060897631082150905
治污,0.060897631082150905
达标排放,0.060897631082150905
超低,0.060897631082150905
从严,0.060897631082150905
体现,0.060897631082150905
广泛应用,0.060897631082150905
大气环境,0.060897631082150905
适合,0.060897631082150905
复合,0.060897631082150905
场景,0.060897631082150905
民用建筑,0.060897631082150905
小城镇,0.060897631082150905
中小城镇,0.060897631082150905
公共建筑,0.060897631082150905
建筑,0.060897631082150905
大棚,0.060897631082150905
大且,0.060897631082150905
相匹配,0.060897631082150905
网未,0.060897631082150905
双供,0.060897631082150905
三联,0.060897631082150905
联系人,0.060897631082150905
陆国成,0.060897631082150905
68555840,0.060897631082150905
68555050,0.060897631082150905
较广,0.060897631082150905
助推,0.060897631082150905
显著成绩,0.060897631082150905
管理体制,0.060897631082150905
阻碍,0.060897631082150905
温室,0.060897631082150905
气体,0.060897631082150905
统一规划,0.060897631082150905
节水,0.060897631082150905
50%,0.060897631082150905
可行性,0.060897631082150905
适宜性,0.060897631082150905
强度,0.060897631082150905
此基础,0.060897631082150905
引入,0.060897631082150905
晋鲁豫,0.060897631082150905
长江流域,0.060897631082150905
集群,0.060897631082150905
重视,0.060897631082150905
传统,0.060897631082150905
南方,0.060897631082150905
云贵,0.060897631082150905
高寒,0.060897631082150905
长江,0.060897631082150905
中下游,0.060897631082150905
热平衡,0.060897631082150905
埋,0.060897631082150905
管地,0.060897631082150905
水文,0.060897631082150905
100%,0.060897631082150905
取热,0.060897631082150905
耗水,0.060897631082150905
同层,0.060897631082150905
密封式,0.060897631082150905
岩层,0.060897631082150905
水体,0.060897631082150905
干扰,0.060897631082150905
多能,0.060897631082150905
旅游业,0.060897631082150905
种,0.060897631082150905
养殖业,0.060897631082150905
复制,0.060897631082150905
效果,0.060897631082150905
实践经验,0.060897631082150905
先试,0.060897631082150905
以点带面,0.060897631082150905
攻关,0.060897631082150905
奠定,0.060897631082150905
技术储备,0.060897631082150905
川西,0.060897631082150905
滇西,0.060897631082150905
低温,0.060897631082150905
干热岩,0.060897631082150905
一体化,0.060897631082150905
千瓦,0.060897631082150905
平方米,0.060897631082150905
需向,0.060897631082150905
取水量,0.060897631082150905
水资源,0.060897631082150905
管辖权,0.060897631082150905
行政部门,0.060897631082150905
申领,0.060897631082150905
许可证,0.060897631082150905
精简,0.060897631082150905
要件,0.060897631082150905
流体,0.060897631082150905
消耗量,0.060897631082150905
水量,0.060897631082150905
最小,0.060897631082150905
按时,0.060897631082150905
永续,0.060897631082150905
档案,0.060897631082150905
十一,0.060897631082150905
信息化,0.060897631082150905
业主,0.060897631082150905
录入,0.060897631082150905
期内,0.060897631082150905
更新,0.060897631082150905
运行状况,0.060897631082150905
流量,0.060897631082150905
物理,0.060897631082150905
十二,0.060897631082150905
包含,0.060897631082150905
在内,0.060897631082150905
能源需求,0.060897631082150905
划定,0.060897631082150905
三线,0.060897631082150905
一单,0.060897631082150905
管控,0.060897631082150905
总体规划,0.060897631082150905
省市级,0.060897631082150905
城乡建设,0.060897631082150905
渠道,0.060897631082150905
十四,0.060897631082150905
职责,0.060897631082150905
热储,0.060897631082150905
水利部门,0.060897631082150905
取,0.060897631082150905
用水,0.060897631082150905
抽取,0.060897631082150905
住建,0.060897631082150905
面向社会,0.060897631082150905
68555030,0.060897631082150905
68555045,0.060897631082150905
论述,0.060897631082150905
一次能源,0.060897631082150905
25%,0.060897631082150905
释放,0.060897631082150905
主导作用,0.060897631082150905
11%,0.060897631082150905
逐年,0.060897631082150905
16.5%,0.060897631082150905
省际,0.060897631082150905
置换,0.060897631082150905
经送,0.060897631082150905
调减,0.060897631082150905
受端,0.060897631082150905
并调,0.060897631082150905
增至,0.060897631082150905
送端,0.060897631082150905
意愿,0.060897631082150905
储热型,0.060897631082150905
光热,0.060897631082150905
火电,0.060897631082150905
电化学,0.060897631082150905
预算,0.060897631082150905
度电,0.060897631082150905
申报,0.060897631082150905
接续,0.060897631082150905
财税,0.060897631082150905
合理负担,0.060897631082150905
市场主体,0.060897631082150905
有利条件,0.060897631082150905
言,0.060897631082150905
环境质量,0.060897631082150905
十二五,0.060897631082150905
势头,0.060897631082150905
阐述,0.060897631082150905
目,0.060897631082150905
录一,0.060897631082150905
16,0.060897631082150905
供需矛盾,0.060897631082150905
继,0.060897631082150905
1590,0.060897631082150905
1100,0.060897631082150905
日本,0.060897631082150905
年均,0.060897631082150905
1600,0.060897631082150905
德国,0.060897631082150905
30%,0.060897631082150905
8000,0.060897631082150905
2000,0.060897631082150905
甘蔗,0.060897631082150905
发展趋势,0.060897631082150905
分布式应用,0.060897631082150905
特征,0.060897631082150905
运作,0.060897631082150905
拓展,0.060897631082150905
基,0.060897631082150905
延伸,0.060897631082150905
炼制,0.060897631082150905
醇,0.060897631082150905
衍生,0.060897631082150905
扩展,0.060897631082150905
应用领域,0.060897631082150905
潜力,0.060897631082150905
农作物,0.060897631082150905
农产品,0.060897631082150905
4.6,0.060897631082150905
3500,0.060897631082150905
商品化,0.060897631082150905
1800,0.060897631082150905
发展势头,0.060897631082150905
530,0.060897631082150905
470,0.060897631082150905
机械制造,0.060897631082150905
日益,0.060897631082150905
年产,0.060897631082150905
气量,0.060897631082150905
航煤,0.060897631082150905
载客,0.060897631082150905
飞行,0.060897631082150905
折,0.060897631082150905
标煤,0.060897631082150905
15202,0.060897631082150905
4380,0.060897631082150905
万户,0.060897631082150905
13203,0.060897631082150905
4005,0.060897631082150905
1806,0.060897631082150905
3540,0.060897631082150905
唯一,0.060897631082150905
转化成,0.060897631082150905
发展潜力,0.060897631082150905
来看,0.060897631082150905
社会各界,0.060897631082150905
经验不足,0.060897631082150905
受制于,0.060897631082150905
生产方式,0.060897631082150905
难以实现,0.060897631082150905
急需,0.060897631082150905
有待,0.060897631082150905
受限于,0.060897631082150905
少,0.060897631082150905
开拓,0.060897631082150905
价值,0.060897631082150905
急待,0.060897631082150905
发酵,0.060897631082150905
装置,0.060897631082150905
工业化,0.060897631082150905
工程技术,0.060897631082150905
滞后,0.060897631082150905
规范化,0.060897631082150905
伴生,0.060897631082150905
品,0.060897631082150905
难以,0.060897631082150905
紧紧围绕,0.060897631082150905
战略目标,0.060897631082150905
利用效率,0.060897631082150905
多样,0.060897631082150905
电多,0.060897631082150905
主动型,0.060897631082150905
源头,0.060897631082150905
露天,0.060897631082150905
焚烧,0.060897631082150905
对水,0.060897631082150905
土,0.060897631082150905
相互促进,0.060897631082150905
多样化,0.060897631082150905
用能,0.060897631082150905
非电,0.060897631082150905
700,0.060897631082150905
750,0.060897631082150905
26602,0.060897631082150905
9603,0.060897631082150905
15004,0.060897631082150905
680,0.060897631082150905
380,0.060897631082150905
300,0.060897631082150905
初步,0.060897631082150905
160,0.060897631082150905
主产,0.060897631082150905
三位一体,0.060897631082150905
格局,0.060897631082150905
372255509250112,0.060897631082150905
5736855014250183,0.060897631082150905
6632990016500164,0.060897631082150905
69321035017250165,0.060897631082150905
34165100850086,0.060897631082150905
37225550925011,0.060897631082150905
300160450007500080,0.060897631082150905
注,0.060897631082150905
干,0.060897631082150905
物质量,0.060897631082150905
为鲜,0.060897631082150905
重量,0.060897631082150905
门类,0.060897631082150905
专营,0.060897631082150905
沼渣,0.060897631082150905
沼液,0.060897631082150905
已建,0.060897631082150905
产供销,0.060897631082150905
大面积,0.060897631082150905
化肥,0.060897631082150905
使用量,0.060897631082150905
土壤改良,0.060897631082150905
保障体系,0.060897631082150905
形势严峻,0.060897631082150905
淘汰,0.060897631082150905
较重,0.060897631082150905
村镇,0.060897631082150905
天津,0.060897631082150905
6003002,0.060897631082150905
6003003,0.060897631082150905
4502254,0.060897631082150905
4502255,0.060897631082150905
中东部,0.060897631082150905
9004506,0.060897631082150905
总计,0.060897631082150905
300015002,0.060897631082150905
关停,0.060897631082150905
进程,0.060897631082150905
面向用户,0.060897631082150905
响应,0.060897631082150905
较强,0.060897631082150905
以供,0.060897631082150905
蒸汽,0.060897631082150905
在城镇,0.060897631082150905
公共设施,0.060897631082150905
治理,0.060897631082150905
炊事,0.060897631082150905
含硫量,0.060897631082150905
蒸吨,0.060897631082150905
烟尘,0.060897631082150905
排放量,0.060897631082150905
氮,0.060897631082150905
推进设备,0.060897631082150905
系列化,0.060897631082150905
工程设计,0.060897631082150905
较为,0.060897631082150905
发达,0.060897631082150905
西部,0.060897631082150905
垃圾处置,0.060897631082150905
6.180,0.060897631082150905
1202,0.060897631082150905
3.140,0.060897631082150905
1003,0.060897631082150905
20.9310,0.060897631082150905
2104,0.060897631082150905
5.7100,0.060897631082150905
1405,0.060897631082150905
海南,0.060897631082150905
656,0.060897631082150905
5.7120,0.060897631082150905
307,0.060897631082150905
1.530,0.060897631082150905
48750700,0.060897631082150905
原有,0.060897631082150905
纯,0.060897631082150905
糠醛,0.060897631082150905
渣,0.060897631082150905
甘蔗渣,0.060897631082150905
杜绝,0.060897631082150905
骗取,0.060897631082150905
密集,0.060897631082150905
大中城市,0.060897631082150905
舆论,0.060897631082150905
邻避,0.060897631082150905
填埋场,0.060897631082150905
填埋,0.060897631082150905
酿酒,0.060897631082150905
皮革,0.060897631082150905
废水,0.060897631082150905
污水处理,0.060897631082150905
水稻,0.060897631082150905
主产区,0.060897631082150905
陈次,0.060897631082150905
重金属,0.060897631082150905
盐碱地,0.060897631082150905
纤维,0.060897631082150905
立足,0.060897631082150905
自有,0.060897631082150905
引进,0.060897631082150905
消化,0.060897631082150905
吸收,0.060897631082150905
国外,0.060897631082150905
先进经验,0.060897631082150905
茎秆,0.060897631082150905
边际,0.060897631082150905
粮食安全,0.060897631082150905
食品安全,0.060897631082150905
霉变,0.060897631082150905
毒素,0.060897631082150905
超标,0.060897631082150905
小麦,0.060897631082150905
镉,0.060897631082150905
大米,0.060897631082150905
品质,0.060897631082150905
微藻,0.060897631082150905
低成本,0.060897631082150905
高效率,0.060897631082150905
合成,0.060897631082150905
高品位,0.060897631082150905
燃油,0.060897631082150905
配额,0.060897631082150905
全额,0.060897631082150905
收购,0.060897631082150905
燃气管,0.060897631082150905
成品油,0.060897631082150905
销售网,0.060897631082150905
专项规划,0.060897631082150905
扶持,0.060897631082150905
产业政策,0.060897631082150905
民间,0.060897631082150905
服务体系,0.060897631082150905
咨询,0.060897631082150905
1960,0.060897631082150905
合计,0.060897631082150905
1.5,0.060897631082150905
粉尘,0.060897631082150905
5200,0.060897631082150905
44,0.060897631082150905
新型产业,0.060897631082150905
销售收入,0.060897631082150905
岗位,0.060897631082150905
万个,0.060897631082150905
农民收入,0.060897631082150905
全面落实,0.060897631082150905
锚定,0.060897631082150905
书记,0.060897631082150905
省长,0.060897631082150905
信长星,0.060897631082150905
省委常委,0.060897631082150905
常务,0.060897631082150905
副省长,0.060897631082150905
李杰翔,0.060897631082150905
林山青,0.060897631082150905
2018,0.060897631082150905
创建,0.060897631082150905
省政府,0.060897631082150905
富有成效,0.060897631082150905
学习,0.060897631082150905
系列,0.060897631082150905
指示精神,0.060897631082150905
雄厚,0.060897631082150905
全力支持,0.060897631082150905
实实在在,0.060897631082150905
成效,0.060897631082150905
讨论,0.060897631082150905
审议,0.060897631082150905
要点,0.060897631082150905
司局,0.060897631082150905
青海省人民政府,0.060897631082150905
秘书长,0.060897631082150905
厅局,0.060897631082150905
河南省,0.060897631082150905
江苏省,0.060897631082150905
局等,0.060897631082150905
千万千瓦,0.060897631082150905
26,0.060897631082150905
成效显著,0.060897631082150905
1042,0.060897631082150905
99.4,0.060897631082150905
0.39%,0.060897631082150905
2500,0.060897631082150905
陆上,0.060897631082150905
高出,0.060897631082150905
45,0.060897631082150905
共有,0.060897631082150905
无,0.060897631082150905
梳理,0.060897631082150905
415.84,0.060897631082150905
详细情况,0.060897631082150905
拟,0.060897631082150905
网到,0.060897631082150905
新开工,0.060897631082150905
直报,0.060897631082150905
覆盖范围,0.060897631082150905
信息管理系统,0.060897631082150905
抄报,0.060897631082150905
联系电话,0.060897631082150905
81929505,0.060897631082150905
51973265,0.060897631082150905
发改委,0.060897631082150905
频率,0.060897631082150905
低于,0.060897631082150905
平均值,0.060897631082150905
弃光率,0.060897631082150905
省属,0.060897631082150905
更高,0.060897631082150905
和谐,0.060897631082150905
共存,0.060897631082150905
筛选,0.060897631082150905
条件成熟,0.060897631082150905
应纳,0.060897631082150905
尽纳,0.060897631082150905
4.21,0.060897631082150905
3.05,0.060897631082150905
库内,0.060897631082150905
6200,0.060897631082150905
1.2,0.060897631082150905
优质,0.060897631082150905
骨干企业,0.060897631082150905
预留,0.060897631082150905
融合,0.060897631082150905
科技,0.060897631082150905
本轮,0.060897631082150905
调整机制,0.060897631082150905
库中,0.060897631082150905
五年计划,0.060897631082150905
招标,0.060897631082150905
84,0.060897631082150905
共,0.060897631082150905
676,0.060897631082150905
季度,0.060897631082150905
并予,0.060897631082150905
2023,0.060897631082150905
强制,0.060897631082150905
越位,0.060897631082150905
竞争,0.060897631082150905
垄断,0.060897631082150905
非技术,0.060897631082150905
负担,0.060897631082150905
暂缓,0.060897631082150905
立项,0.060897631082150905
附加条件,0.060897631082150905
变相,0.060897631082150905
取消,0.060897631082150905
承载力,0.060897631082150905
市场秩序,0.060897631082150905
及时处理,0.060897631082150905
合同文本,0.060897631082150905
农户,0.060897631082150905
合法权益,0.060897631082150905
之机,0.060897631082150905
名目,0.060897631082150905
损害,0.060897631082150905
农民,0.060897631082150905
利益,0.060897631082150905
严肃查处,0.060897631082150905
不良,0.060897631082150905
惩戒,0.060897631082150905
专家,0.060897631082150905
现场,0.060897631082150905
调研,0.060897631082150905
发现,0.060897631082150905
今年以来,0.060897631082150905
偏紧,0.060897631082150905
能耗,0.060897631082150905
双控,0.060897631082150905
进一步提高,0.060897631082150905
合理安排,0.060897631082150905
工期,0.060897631082150905
确保安全,0.060897631082150905
外部,0.060897631082150905
停运,0.060897631082150905
调频,0.060897631082150905
气候,0.060897631082150905
针对,0.060897631082150905
至少,0.060897631082150905
一台,0.060897631082150905
单独,0.060897631082150905
计列,0.060897631082150905
自然灾害,0.060897631082150905
10.02,0.060897631082150905
43.5%,0.060897631082150905
10.2,0.060897631082150905
3.85,0.060897631082150905
2.99,0.060897631082150905
2.82,0.060897631082150905
3534,0.060897631082150905
快报,0.060897631082150905
30015,0.060897631082150905
2016,0.060897631082150905
欧盟,0.060897631082150905
1.4,0.060897631082150905
稳居,0.060897631082150905
13%,0.060897631082150905
7.5%,0.060897631082150905
0.3,0.060897631082150905
1.3,0.060897631082150905
创新能力,0.060897631082150905
兆瓦,0.060897631082150905
级,0.060897631082150905
整机,0.060897631082150905
核心,0.060897631082150905
大部件,0.060897631082150905
占据,0.060897631082150905
三分之二,0.060897631082150905
市场份额,0.060897631082150905
地位,0.060897631082150905
电力法,0.060897631082150905
行政,0.060897631082150905
规章,0.060897631082150905
安全监管,0.060897631082150905
辖,0.060897631082150905
初,0.060897631082150905
约束性,0.060897631082150905
按此,0.060897631082150905
性,0.060897631082150905
前向,0.060897631082150905
可视,0.060897631082150905
分为,0.060897631082150905
分批,0.060897631082150905
不予,0.060897631082150905
优选,0.060897631082150905
测评,0.060897631082150905
权限,0.060897631082150905
工作人员,0.060897631082150905
擅自,0.060897631082150905
增减,0.060897631082150905
事,0.060897631082150905
事后,0.060897631082150905
后方,0.060897631082150905
贯彻执行,0.060897631082150905
不建,0.060897631082150905
相,0.060897631082150905
内集,0.060897631082150905
升压,0.060897631082150905
时序,0.060897631082150905
一家,0.060897631082150905
配套工程,0.060897631082150905
时机,0.060897631082150905
回购,0.060897631082150905
智能,0.060897631082150905
简捷,0.060897631082150905
服务程序,0.060897631082150905
评审,0.060897631082150905
40,0.060897631082150905
110,0.060897631082150905
66,0.060897631082150905
～,0.060897631082150905
220,0.060897631082150905
330,0.060897631082150905
第十九条,0.060897631082150905
额外,0.060897631082150905
第二十条,0.060897631082150905
督导,0.060897631082150905
网后,0.060897631082150905
掌握情况,0.060897631082150905
第二十一条,0.060897631082150905
认可,0.060897631082150905
经检测,0.060897631082150905
合格,0.060897631082150905
第二十二条,0.060897631082150905
提交,0.060897631082150905
购售,0.060897631082150905
第二十三条,0.060897631082150905
系统性,0.060897631082150905
第六章,0.060897631082150905
第二十四条,0.060897631082150905
第二十五条,0.060897631082150905
主体工程,0.060897631082150905
完工后,0.060897631082150905
验收报告,0.060897631082150905
第二十六条,0.060897631082150905
资质,0.060897631082150905
咨询机构,0.060897631082150905
重要依据,0.060897631082150905
改进,0.060897631082150905
第二十七条,0.060897631082150905
第二十八条,0.060897631082150905
事故,0.060897631082150905
安全事件,0.060897631082150905
信息安全,0.060897631082150905
事件,0.060897631082150905
参建,0.060897631082150905
上级,0.060897631082150905
主管,0.060897631082150905
第二十九条,0.060897631082150905
拆除,0.060897631082150905
符合国家,0.060897631082150905
破坏,0.060897631082150905
便利,0.060897631082150905
第三十条,0.060897631082150905
第七章,0.060897631082150905
附,0.060897631082150905
第三十一条,0.060897631082150905
第三十二条,0.060897631082150905
