当地时间,平均气温,降水量,相对湿度,天气情况,平均风速
07.03.2022 11:00,8.3,0,58,云量发展情况没有进行观测或无法观测。 ,4
07.03.2022 08:00,5.9,0,70,云量发展情况没有进行观测或无法观测。 ,3
07.03.2022 05:00,4.6,0,81,云量发展情况没有进行观测或无法观测。 ,4
07.03.2022 02:00,4.6,0,71,云量发展情况没有进行观测或无法观测。 ,4
06.03.2022 23:00,4.7,0,60,云量发展情况没有进行观测或无法观测。 ,4
06.03.2022 20:00,4.8,0,53,云量发展情况没有进行观测或无法观测。 ,3
06.03.2022 17:00,5.2,0,46,云量发展情况没有进行观测或无法观测。 ,4
06.03.2022 14:00,5.7,0,37,云量发展情况没有进行观测或无法观测。 ,5
06.03.2022 11:00,6.7,0,39,云量发展情况没有进行观测或无法观测。 ,3
06.03.2022 08:00,4.5,0,37,云量发展情况没有进行观测或无法观测。 ,1
06.03.2022 05:00,1.6,0,49,云量发展情况没有进行观测或无法观测。 ,1
06.03.2022 02:00,3,0,45,云量发展情况没有进行观测或无法观测。 ,1
05.03.2022 23:00,3.9,0,23,云量发展情况没有进行观测或无法观测。 ,3
05.03.2022 20:00,5.6,0,16,云量发展情况没有进行观测或无法观测。 ,4
05.03.2022 17:00,8.5,0,20,云量发展情况没有进行观测或无法观测。 ,6
05.03.2022 14:00,10.1,0,16,云量发展情况没有进行观测或无法观测。 ,6
05.03.2022 11:00,7.3,0,21,云量发展情况没有进行观测或无法观测。 ,4
05.03.2022 08:00,3.5,0,61,云量发展情况没有进行观测或无法观测。 ,2
05.03.2022 05:00,3.1,0,49,云量发展情况没有进行观测或无法观测。 ,3
05.03.2022 02:00,4.4,0,42,云量发展情况没有进行观测或无法观测。 ,4
04.03.2022 23:00,6.5,0,30,云量发展情况没有进行观测或无法观测。 ,9
04.03.2022 20:00,8.6,0,17,云量发展情况没有进行观测或无法观测。 ,7
04.03.2022 17:00,12.6,0,23,云量发展情况没有进行观测或无法观测。 ,7
04.03.2022 14:00,18.6,0,17,霾 ,6
04.03.2022 11:00,17.2,0,29,云量发展情况没有进行观测或无法观测。 ,3
04.03.2022 08:00,11.5,0,47,霾 ,3
04.03.2022 05:00,7.4,0,80,薄雾 ,4
04.03.2022 02:00,8,0,80,薄雾 ,4
03.03.2022 23:00,8.5,0,72,薄雾 ,4
03.03.2022 20:00,9.8,0,48,云量发展情况没有进行观测或无法观测。 ,5
03.03.2022 17:00,10.5,0,33,云量发展情况没有进行观测或无法观测。 ,3
03.03.2022 14:00,13,0,21,云量发展情况没有进行观测或无法观测。 ,3
03.03.2022 11:00,11.3,0,30,云量发展情况没有进行观测或无法观测。 ,3
03.03.2022 08:00,7.9,0,42,云量发展情况没有进行观测或无法观测。 ,2
03.03.2022 05:00,6.7,0,49,云量发展情况没有进行观测或无法观测。 ,2
03.03.2022 02:00,6.8,0,61,云量发展情况没有进行观测或无法观测。 ,2
02.03.2022 23:00,6.9,0,60,云量发展情况没有进行观测或无法观测。 ,0
02.03.2022 20:00,7.2,0,58,云量发展情况没有进行观测或无法观测。 ,2
02.03.2022 17:00,8.4,0,53,云量发展情况没有进行观测或无法观测。 ,4
02.03.2022 14:00,9.4,0,44,云量发展情况没有进行观测或无法观测。 ,4
02.03.2022 11:00,8.3,0,44,云量发展情况没有进行观测或无法观测。 ,3
02.03.2022 08:00,4.5,0,67,云量发展情况没有进行观测或无法观测。 ,3
02.03.2022 05:00,3.6,0,62,云量发展情况没有进行观测或无法观测。 ,3
02.03.2022 02:00,3.7,0,56,云量发展情况没有进行观测或无法观测。 ,2
01.03.2022 23:00,3.8,0,55,云量发展情况没有进行观测或无法观测。 ,1
01.03.2022 20:00,4.7,0,36,云量发展情况没有进行观测或无法观测。 ,3
01.03.2022 17:00,6,0,28,云量发展情况没有进行观测或无法观测。 ,6
01.03.2022 14:00,7.5,0,21,云量发展情况没有进行观测或无法观测。 ,8
01.03.2022 11:00,5,0,39,云量发展情况没有进行观测或无法观测。 ,9
01.03.2022 08:00,2.8,0,65,云量发展情况没有进行观测或无法观测。 ,8
01.03.2022 05:00,5.2,0,75,薄雾 ,8
01.03.2022 02:00,8.6,0,73,薄雾 ,5
28.02.2022 23:00,6.2,0,99,薄雾 ,1
28.02.2022 20:00,6.4,0,97,薄雾 ,3
28.02.2022 17:00,7,0,89,云量发展情况没有进行观测或无法观测。 ,3
28.02.2022 14:00,7.2,0,85,云量发展情况没有进行观测或无法观测。 ,4
28.02.2022 11:00,7.7,0,83,云量发展情况没有进行观测或无法观测。 ,3
28.02.2022 08:00,5.6,0,87,云量发展情况没有进行观测或无法观测。 ,3
28.02.2022 05:00,4.6,0,89,云量发展情况没有进行观测或无法观测。 ,3
28.02.2022 02:00,4.8,0,87,云量发展情况没有进行观测或无法观测。 ,3
27.02.2022 23:00,5,0,79,云量发展情况没有进行观测或无法观测。 ,4
27.02.2022 20:00,5.5,0,73,云量发展情况没有进行观测或无法观测。 ,4
27.02.2022 17:00,6.5,0,64,云量发展情况没有进行观测或无法观测。 ,4
27.02.2022 14:00,8.1,0,41,云量发展情况没有进行观测或无法观测。 ,5
27.02.2022 11:00,9.3,0,29,云量发展情况没有进行观测或无法观测。 ,3
27.02.2022 08:00,5.3,0,31,云量发展情况没有进行观测或无法观测。 ,2
27.02.2022 05:00,3.2,0,51,云量发展情况没有进行观测或无法观测。 ,2
27.02.2022 02:00,4.1,0,33,云量发展情况没有进行观测或无法观测。 ,2
26.02.2022 23:00,3.8,0,36,云量发展情况没有进行观测或无法观测。 ,1
26.02.2022 20:00,5.1,0,30,云量发展情况没有进行观测或无法观测。 ,4
26.02.2022 17:00,6.9,0,25,云量发展情况没有进行观测或无法观测。 ,8
26.02.2022 14:00,9.3,0,31,观测时由测站或测站附近的风吹起的尘或沙，但没有发展完好的尘卷或沙卷，也看不见尘暴或沙暴；或者，在有观测船或岸上测站通知的情况下，飞沫被风吹到测站 ,9
26.02.2022 11:00,10.3,0,43,霾 ,5
26.02.2022 08:00,6.3,0,68,霾 ,4
26.02.2022 05:00,5.2,0,84,薄雾 ,3
26.02.2022 02:00,5.6,0,80,薄雾 ,3
25.02.2022 23:00,5.6,0,81,薄雾 ,3
25.02.2022 20:00,5.5,0,75,薄雾 ,2
25.02.2022 17:00,6.6,0,64,霾 ,4
25.02.2022 14:00,8.4,0,56,霾 ,4
25.02.2022 11:00,7.4,0,62,霾 ,4
25.02.2022 08:00,4.7,0,72,薄雾 ,3
25.02.2022 05:00,3.9,0,75,薄雾 ,3
25.02.2022 02:00,4.4,0,76,薄雾 ,3
24.02.2022 23:00,4.5,0,81,薄雾 ,3
24.02.2022 20:00,4.4,0,77,薄雾 ,3
24.02.2022 17:00,4.8,0,76,薄雾 ,3
24.02.2022 14:00,6.4,0,51,云量发展情况没有进行观测或无法观测。 ,2
24.02.2022 11:00,5.3,0,38,云量发展情况没有进行观测或无法观测。 ,2
24.02.2022 08:00,1.3,0,60,云量发展情况没有进行观测或无法观测。 ,2
24.02.2022 05:00,0.4,0,64,云量发展情况没有进行观测或无法观测。 ,2
24.02.2022 02:00,0.4,0,55,云量发展情况没有进行观测或无法观测。 ,2
23.02.2022 23:00,0.4,0,55,云量发展情况没有进行观测或无法观测。 ,2
23.02.2022 20:00,0.4,0,49,云量发展情况没有进行观测或无法观测。 ,3
23.02.2022 17:00,1.2,0,42,云量发展情况没有进行观测或无法观测。 ,3
23.02.2022 14:00,2.4,0,33,云量发展情况没有进行观测或无法观测。 ,3
23.02.2022 11:00,0.6,0,45,云量发展情况没有进行观测或无法观测。 ,2
23.02.2022 08:00,-2.7,0,47,云量发展情况没有进行观测或无法观测。 ,1
23.02.2022 05:00,-4.6,0,49,云量发展情况没有进行观测或无法观测。 ,2
23.02.2022 02:00,-4.2,0,43,云量发展情况没有进行观测或无法观测。 ,3
22.02.2022 23:00,-3.2,0,33,云量发展情况没有进行观测或无法观测。 ,6
22.02.2022 20:00,-1.4,0,27,云量发展情况没有进行观测或无法观测。 ,7
22.02.2022 17:00,1.1,0,36,云量发展情况没有进行观测或无法观测。 ,8
22.02.2022 14:00,3.3,0,35,云量发展情况没有进行观测或无法观测。 ,6
22.02.2022 11:00,1.9,0,36,云量发展情况没有进行观测或无法观测。 ,5
22.02.2022 08:00,-1.7,0,48,云量发展情况没有进行观测或无法观测。 ,4
22.02.2022 05:00,-1.2,0,56,云量发展情况没有进行观测或无法观测。 ,2
22.02.2022 02:00,-0.2,0,19,云量发展情况没有进行观测或无法观测。 ,1
21.02.2022 23:00,0.2,0,22,云量发展情况没有进行观测或无法观测。 ,4
21.02.2022 20:00,1.6,0,33,云量发展情况没有进行观测或无法观测。 ,4
21.02.2022 17:00,4.2,0,28,云量发展情况没有进行观测或无法观测。 ,4
21.02.2022 14:00,5.1,0,24,云量发展情况没有进行观测或无法观测。 ,4
21.02.2022 11:00,1.7,0,43,云量发展情况没有进行观测或无法观测。 ,4
21.02.2022 08:00,0.2,0,49,云量发展情况没有进行观测或无法观测。 ,3
21.02.2022 05:00,1.2,0,43,云量发展情况没有进行观测或无法观测。 ,2
21.02.2022 02:00,1.2,0,42,云量发展情况没有进行观测或无法观测。 ,2
20.02.2022 23:00,2.3,0,51,云量发展情况没有进行观测或无法观测。 ,2
20.02.2022 20:00,1.5,0,42,云量发展情况没有进行观测或无法观测。 ,2
20.02.2022 17:00,3.5,0,17,云量发展情况没有进行观测或无法观测。 ,2
20.02.2022 14:00,2.8,0,21,云量发展情况没有进行观测或无法观测。 ,4
20.02.2022 11:00,0.2,0,30,云量发展情况没有进行观测或无法观测。 ,5
20.02.2022 08:00,-2.6,0,43,云量发展情况没有进行观测或无法观测。 ,6
20.02.2022 05:00,-3.1,0,40,云量发展情况没有进行观测或无法观测。 ,4
20.02.2022 02:00,-3.5,0,49,云量发展情况没有进行观测或无法观测。 ,3
19.02.2022 23:00,-3.3,0,43,云量发展情况没有进行观测或无法观测。 ,6
19.02.2022 20:00,-3.1,0,38,云量发展情况没有进行观测或无法观测。 ,8
19.02.2022 17:00,-1.4,0,34,云量发展情况没有进行观测或无法观测。 ,8
19.02.2022 14:00,-0.7,0,33,云量发展情况没有进行观测或无法观测。 ,9
19.02.2022 11:00,-0.5,0,51,云量发展情况没有进行观测或无法观测。 ,8
19.02.2022 08:00,-1.2,0,63,云量发展情况没有进行观测或无法观测。 ,8
19.02.2022 05:00,-0.1,0,58,云量发展情况没有进行观测或无法观测。 ,7
19.02.2022 02:00,-0.3,0,67,云量发展情况没有进行观测或无法观测。 ,5
18.02.2022 23:00,1.2,0,47,云量发展情况没有进行观测或无法观测。 ,4
18.02.2022 20:00,0.9,0,65,云量发展情况没有进行观测或无法观测。 ,1
18.02.2022 17:00,0.9,0,61,云量发展情况没有进行观测或无法观测。 ,1
18.02.2022 14:00,1.6,0,57,云量发展情况没有进行观测或无法观测。 ,2
18.02.2022 11:00,1.6,0,55,云量发展情况没有进行观测或无法观测。 ,2
18.02.2022 08:00,-1.1,0,52,云量发展情况没有进行观测或无法观测。 ,1
18.02.2022 05:00,-2.3,0,60,云量发展情况没有进行观测或无法观测。 ,2
18.02.2022 02:00,-2.1,0,57,云量发展情况没有进行观测或无法观测。 ,1
17.02.2022 23:00,-2.2,0,55,云量发展情况没有进行观测或无法观测。 ,1
17.02.2022 20:00,-2.1,0,53,云量发展情况没有进行观测或无法观测。 ,1
17.02.2022 17:00,-1.8,0,45,云量发展情况没有进行观测或无法观测。 ,2
17.02.2022 14:00,-0.2,0,35,云量发展情况没有进行观测或无法观测。 ,2
17.02.2022 11:00,-2.6,0,38,云量发展情况没有进行观测或无法观测。 ,3
17.02.2022 08:00,-4.7,0,46,云量发展情况没有进行观测或无法观测。 ,3
17.02.2022 05:00,-5.4,0,45,云量发展情况没有进行观测或无法观测。 ,3
17.02.2022 02:00,-5.6,0,46,云量发展情况没有进行观测或无法观测。 ,4
16.02.2022 23:00,-5,0,48,云量发展情况没有进行观测或无法观测。 ,4
16.02.2022 20:00,-3.4,0,38, ,7
16.02.2022 17:00,-1.1,0,41, ,8
16.02.2022 14:00,0.3,0,35, ,7
16.02.2022 11:00,-2.5,0,45, ,5
16.02.2022 08:00,-4.6,0,58, ,5
16.02.2022 05:00,-4.6,0,67, ,3
16.02.2022 02:00,-3.7,0,58, ,3
15.02.2022 23:00,-2.1,0,51, ,3
15.02.2022 20:00,-0.9,0,46, ,3
15.02.2022 17:00,-0.8,0,46, ,3
15.02.2022 14:00,-1.3,0,47, ,4
15.02.2022 11:00,-2.7,0,52, ,4
15.02.2022 08:00,-5.1,0,60, ,2
15.02.2022 05:00,-5.5,0,67, ,3
15.02.2022 02:00,-5,0,61, ,4
14.02.2022 23:00,-4.3,0,60, ,5
14.02.2022 20:00,-2.3,0,61, ,6
14.02.2022 17:00,0.1,0,54, ,8
14.02.2022 14:00,2.3,0,53, ,5
14.02.2022 11:00,2,0.1,72,薄雾 ,7
14.02.2022 08:00,1.7,0.2,93,间歇性雨，不冻，在观测时较弱 ,6
14.02.2022 05:00,3.5,0.1,90,间歇性雨，不冻，在观测时较弱 ,3
14.02.2022 02:00,4.3,0,92,薄雾 ,3
13.02.2022 23:00,3.9,0,90,薄雾 ,2
13.02.2022 20:00,3.5,0,84,薄雾 ,2
13.02.2022 17:00,4.1,0,75,薄雾 ,3
13.02.2022 14:00,6.1,0,65,霾 ,3
13.02.2022 11:00,5.7,0,72,薄雾 ,2
13.02.2022 08:00,1.8,0,99,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,1
13.02.2022 05:00,2.2,0,90,薄雾 ,1
13.02.2022 02:00,2.5,0,99,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,2
12.02.2022 23:00,3.2,0,98,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,1
12.02.2022 20:00,3.8,0,95,薄雾 ,2
12.02.2022 17:00,4.3,0,88,薄雾 ,2
12.02.2022 14:00,6.1,0,74,薄雾 ,3
12.02.2022 11:00,6.9,0,66,霾 ,2
12.02.2022 08:00,2.6,0,95,薄雾 ,0
11.02.2022 17:00,5.6,0,84,薄雾 ,2
11.02.2022 14:00,6.8,0,73,霾 ,3
11.02.2022 11:00,7.7,0,59,霾 ,2
11.02.2022 08:00,4,0,85,薄雾 ,1
11.02.2022 05:00,3.2,0,89,薄雾 ,2
11.02.2022 02:00,3.5,0,93,薄雾 ,2
10.02.2022 23:00,4.1,0,89,薄雾 ,2
10.02.2022 20:00,4.8,0,77,薄雾 ,2
10.02.2022 17:00,5.7,0,56, ,2
10.02.2022 14:00,8.4,0,38, ,2
10.02.2022 11:00,5.6,0,50,霾 ,2
10.02.2022 08:00,2,0,69,霾 ,2
10.02.2022 05:00,2.6,0,65,霾 ,1
10.02.2022 02:00,2.9,0,73,薄雾 ,2
09.02.2022 23:00,3.4,0,72,薄雾 ,2
09.02.2022 20:00,3.8,0,67,霾 ,3
09.02.2022 17:00,4.6,0,63, ,3
09.02.2022 14:00,5.6,0,72,薄雾 ,4
09.02.2022 11:00,5.3,0,69,霾 ,3
09.02.2022 08:00,2.8,0,75,薄雾 ,2
09.02.2022 05:00,2.6,0,54, ,2
09.02.2022 02:00,2.7,0,50, ,0
08.02.2022 23:00,2.9,0,56, ,0
08.02.2022 20:00,3.4,0,55, ,2
08.02.2022 17:00,4.6,0,45, ,2
08.02.2022 14:00,6.5,0,20, ,2
08.02.2022 11:00,3.7,0,38, ,2
08.02.2022 08:00,0.8,0,53, ,3
08.02.2022 05:00,0.3,0,55, ,1
08.02.2022 02:00,1.6,0,49, ,1
07.02.2022 23:00,1.4,0,29, ,1
07.02.2022 20:00,2.1,0,28, ,1
07.02.2022 17:00,2.9,0,28, ,2
07.02.2022 14:00,2.7,0,29, ,3
07.02.2022 11:00,2,0,29, ,3
07.02.2022 08:00,0.5,0,63, ,2
07.02.2022 05:00,0.3,0,42, ,1
07.02.2022 02:00,0,0,55, ,2
06.02.2022 23:00,1.2,0,29, ,2
06.02.2022 20:00,1.9,0,30, ,2
06.02.2022 17:00,3.9,0,26, ,5
06.02.2022 14:00,4,0,27, ,4
06.02.2022 11:00,0.8,0,35, ,4
06.02.2022 08:00,-1.6,0,43, ,3
06.02.2022 05:00,-2.2,0,49, ,2
06.02.2022 02:00,-2,0,49, ,2
05.02.2022 23:00,-2,0,46, ,3
05.02.2022 20:00,-1.3,0,38, ,5
05.02.2022 17:00,0.1,0,29, ,7
05.02.2022 14:00,0.9,0,28, ,8
05.02.2022 11:00,-1.2,0,40, ,7
05.02.2022 08:00,-3.5,0,46, ,5
05.02.2022 05:00,-3.8,0,44, ,6
05.02.2022 02:00,-3.9,0,47, ,4
04.02.2022 23:00,-3.8,0,48, ,6
04.02.2022 20:00,-2.8,0,44, ,8
04.02.2022 17:00,-0.2,0,36, ,6
04.02.2022 14:00,2.2,0,47, ,5
04.02.2022 11:00,-0.5,0,56, ,5
04.02.2022 08:00,-0.9,0,66, ,4
04.02.2022 05:00,0.1,0,42, ,2
04.02.2022 02:00,0.7,0,67, ,2
03.02.2022 23:00,2.1,0,68, ,1
03.02.2022 20:00,2.6,0,63, ,2
03.02.2022 17:00,3.3,0,57, ,3
03.02.2022 14:00,3.7,0,47, ,3
03.02.2022 11:00,4,0,43, ,2
03.02.2022 08:00,0.5,0,46, ,1
03.02.2022 05:00,-0.9,0,47, ,1
03.02.2022 02:00,-0.1,0,44, ,2
02.02.2022 23:00,0.4,0,55, ,2
02.02.2022 20:00,1.3,0,44, ,1
02.02.2022 17:00,2.6,0,25, ,2
02.02.2022 14:00,2.6,0,30, ,3
02.02.2022 11:00,-0.7,0,51, ,3
02.02.2022 08:00,-2.9,0,60, ,2
02.02.2022 05:00,-3.1,0,60, ,3
02.02.2022 02:00,-2.2,0,56, ,3
01.02.2022 23:00,-1.6,0,50, ,3
01.02.2022 20:00,-0.6,0,45, ,4
01.02.2022 17:00,0.9,0,43, ,5
01.02.2022 14:00,1.5,0,46, ,5
01.02.2022 11:00,-1,0,53, ,4
01.02.2022 08:00,-3.2,0,54, ,6
01.02.2022 05:00,-2.1,0,49, ,8
01.02.2022 02:00,-1.6,0,54, ,5
31.01.2022 23:00,0,0,48, ,3
31.01.2022 20:00,1.9,0,36, ,2
31.01.2022 17:00,3.4,0,38,霾 ,4
31.01.2022 14:00,5.1,0,45,霾 ,3
31.01.2022 11:00,3.5,0,63,霾 ,5
31.01.2022 08:00,2.2,0,72,薄雾 ,3
31.01.2022 05:00,2.1,0,68,霾 ,3
31.01.2022 02:00,2.4,0,63, ,2
30.01.2022 23:00,1.7,0,57, ,2
30.01.2022 20:00,1.5,0,45, ,3
30.01.2022 17:00,2.1,0,40, ,2
30.01.2022 14:00,3.6,0,27, ,3
30.01.2022 11:00,0.4,0,49, ,4
30.01.2022 08:00,-2.2,0,59, ,2
30.01.2022 05:00,-2.1,0,69,霾 ,2
30.01.2022 02:00,-0.6,0,51, ,3
29.01.2022 23:00,0.2,0,39, ,2
29.01.2022 20:00,1.5,0,31, ,4
29.01.2022 17:00,2.4,0,32, ,2
29.01.2022 14:00,2.7,0,30, ,3
29.01.2022 11:00,-0.5,0,67,霾 ,4
29.01.2022 08:00,-2.2,0,72, ,0
29.01.2022 05:00,-2.6,0,77, ,5
29.01.2022 02:00,-1.9,0,64, ,4
28.01.2022 23:00,-0.6,0,48, ,5
28.01.2022 20:00,0.7,0,40, ,5
28.01.2022 17:00,1.8,0,36, ,5
28.01.2022 14:00,1.6,0,43, ,3
28.01.2022 11:00,-0.3,0,56, ,4
28.01.2022 08:00,-2.6,0,63, ,3
28.01.2022 05:00,-2.7,0,61, ,4
28.01.2022 02:00,-1.8,0,62, ,0
27.01.2022 23:00,-0.8,0,55, ,3
27.01.2022 20:00,0.3,0,53, ,6
27.01.2022 17:00,2.8,0,34, ,3
27.01.2022 14:00,2.9,0,32, ,5
27.01.2022 11:00,0.8,0,40, ,0
27.01.2022 08:00,-1.6,0,54, ,4
27.01.2022 05:00,-1.3,0,62, ,4
27.01.2022 02:00,-0.6,0,69,霾 ,3
26.01.2022 23:00,0.8,0,68,霾 ,4
26.01.2022 20:00,1.9,0,57,霾 ,4
26.01.2022 17:00,3.6,0,39,霾 ,3
26.01.2022 14:00,3.5,0,48,霾 ,5
26.01.2022 11:00,0.2,0,81,薄雾 ,4
26.01.2022 08:00,-1.6,0,90,薄雾 ,3
26.01.2022 05:00,-1.1,0,85,薄雾 ,3
26.01.2022 02:00,-0.5,0,80,薄雾 ,3
25.01.2022 23:00,0.3,0,74,薄雾 ,4
25.01.2022 20:00,2.9,0,57,霾 ,4
25.01.2022 17:00,3.3,0,48,霾 ,3
25.01.2022 14:00,2.6,0,56,霾 ,3
25.01.2022 11:00,0.7,0,69,霾 ,4
25.01.2022 08:00,-0.7,0,61, ,3
25.01.2022 05:00,-1.4,0,63,霾 ,4
25.01.2022 02:00,-1.2,0,60, ,5
24.01.2022 23:00,-1.1,0,68,霾 ,6
24.01.2022 20:00,-0.5,0,64,霾 ,6
24.01.2022 17:00,1.9,0,57,霾 ,5
24.01.2022 14:00,1.6,0,57,霾 ,6
24.01.2022 11:00,0.6,0,63,霾 ,5
24.01.2022 08:00,-1.2,0,70,薄雾 ,4
24.01.2022 05:00,-1.7,0,70,霾 ,5
24.01.2022 02:00,-1.9,0,71,霾 ,5
23.01.2022 23:00,-2,0,73,薄雾 ,7
23.01.2022 20:00,-1.9,0,71,霾 ,9
23.01.2022 17:00,2,0,58,霾 ,5
23.01.2022 14:00,3.6,0,58,霾 ,5
23.01.2022 11:00,2.1,0,80,薄雾 ,6
23.01.2022 08:00,1.2,0,80,薄雾 ,3
23.01.2022 05:00,0.8,0,81,薄雾 ,3
23.01.2022 02:00,1.2,0,77,薄雾 ,1
22.01.2022 23:00,2,0,73,薄雾 ,1
22.01.2022 20:00,3.1,0,61,云量发展情况没有进行观测或无法观测。 ,3
22.01.2022 17:00,4.1,0,71, ,2
22.01.2022 14:00,4.5,0,67, ,2
22.01.2022 11:00,4.3,0,69, ,4
22.01.2022 08:00,2.6,0,70, ,2
22.01.2022 05:00,1.1,0,56, ,1
22.01.2022 02:00,1,0,56, ,2
21.01.2022 23:00,0.9,0,57, ,2
21.01.2022 20:00,1.3,0,54, ,3
21.01.2022 17:00,1.2,0,56, ,2
21.01.2022 14:00,2,0,55, ,2
21.01.2022 11:00,-0.2,0,60, ,2
21.01.2022 08:00,-2.7,0,74, ,2
21.01.2022 05:00,-3.1,0,70, ,2
21.01.2022 02:00,-2.8,0,61, ,2
20.01.2022 23:00,-2,0,53, ,2
20.01.2022 20:00,-1.2,0,55, ,1
20.01.2022 17:00,-0.7,0,55, ,2
20.01.2022 14:00,-0.5,0,41, ,4
20.01.2022 11:00,-3.2,0,57, ,4
20.01.2022 08:00,-5.7,0,65, ,4
20.01.2022 05:00,-6.3,0,65, ,5
20.01.2022 02:00,-5.9,0,63, ,5
19.01.2022 23:00,-5.4,0,58, ,7
19.01.2022 20:00,-2.9,0,52, ,0
19.01.2022 17:00,-0.4,0,56, ,0
19.01.2022 14:00,1.5,0,68,薄雾 ,6
19.01.2022 11:00,2.7,0,71,薄雾 ,5
19.01.2022 08:00,1.2,0,81,薄雾 ,5
19.01.2022 05:00,4,0,78,薄雾 ,2
19.01.2022 02:00,4.2,0,77,薄雾 ,1
18.01.2022 23:00,4.9,0,70, ,2
18.01.2022 20:00,4.3,0,63, ,3
18.01.2022 17:00,4.2,0,56, ,3
18.01.2022 14:00,6,0,49, ,4
18.01.2022 11:00,4.8,0,54, ,3
18.01.2022 08:00,2.5,0,61, ,3
18.01.2022 05:00,-0.6,0,64, ,1
18.01.2022 02:00,-0.5,0,60, ,1
17.01.2022 23:00,-0.4,0,48, ,1
17.01.2022 20:00,0.8,0,48, ,3
17.01.2022 17:00,3.1,0,40, ,4
17.01.2022 14:00,4.1,0,36, ,4
17.01.2022 11:00,1.6,0,58,霾 ,3
17.01.2022 08:00,1.1,0,78,薄雾 ,5
17.01.2022 05:00,2.1,0,68, ,2
17.01.2022 02:00,2.4,0,59, ,2
16.01.2022 23:00,1.5,0,57, ,2
16.01.2022 20:00,0.9,0,56, ,1
16.01.2022 17:00,1.5,0,47, ,1
16.01.2022 14:00,2,0,45, ,3
16.01.2022 11:00,1.1,0,47, ,3
16.01.2022 08:00,-1.9,0,54, ,3
16.01.2022 05:00,-1.8,0,62, ,3
16.01.2022 02:00,-0.7,0,74,薄雾 ,4
15.01.2022 17:00,4.6,0,41, ,4
15.01.2022 14:00,5.1,0,50, ,3
15.01.2022 11:00,4.5,0,45, ,2
15.01.2022 08:00,1.3,0,54, ,3
15.01.2022 05:00,1.3,0,52, ,3
15.01.2022 02:00,1.6,0,61, ,2
14.01.2022 23:00,2.6,0,59, ,3
14.01.2022 20:00,2.8,0,59, ,3
14.01.2022 17:00,2.9,0,52, ,3
14.01.2022 14:00,3.7,0,43, ,4
14.01.2022 11:00,3.5,0,35, ,4
14.01.2022 08:00,0.5,0,42, ,1
14.01.2022 05:00,-1.7,0,58, ,1
14.01.2022 02:00,-2.5,0,52, ,0
13.01.2022 23:00,-1.9,0,49, ,0
13.01.2022 20:00,-1.1,0,43, ,3
13.01.2022 17:00,-0.1,0,32, ,7
13.01.2022 14:00,0.5,0,38, ,6
13.01.2022 11:00,-1.2,0,43, ,6
13.01.2022 08:00,-2.9,0,62,云量发展情况没有进行观测或无法观测。 ,6
13.01.2022 05:00,-2.8,0,59, ,7
13.01.2022 02:00,-2.2,0,81,薄雾 ,7
12.01.2022 23:00,-0.6,0.1,87,薄雾 ,8
12.01.2022 20:00,-0.1,0.1,90,间歇性雪，在观测时较弱 ,6
12.01.2022 17:00,2.8,0,59,霾 ,3
12.01.2022 14:00,3.8,0,58,霾 ,4
12.01.2022 11:00,2.6,0,64,霾 ,3
12.01.2022 08:00,-0.1,0,64, ,2
12.01.2022 05:00,-0.9,0,62, ,2
12.01.2022 02:00,-1.4,0,45, ,1
11.01.2022 23:00,-1.8,0,45, ,1
11.01.2022 20:00,-0.9,0,39, ,2
11.01.2022 17:00,0,0,44, ,4
11.01.2022 14:00,0.5,0,47, ,4
11.01.2022 11:00,-1.2,0,55, ,5
11.01.2022 08:00,-2.9,0,73, ,4
11.01.2022 05:00,-3.1,0,63, ,4
11.01.2022 02:00,-3.2,0,63, ,4
10.01.2022 23:00,-2.6,0.1,62, ,6
10.01.2022 20:00,-0.3,1,80,薄雾 ,7
10.01.2022 17:00,0.4,3,97,间歇性雪，在观测时较弱 ,7
10.01.2022 14:00,0.1,4,97,间歇性雪，在观测时为强度 ,5
10.01.2022 11:00,2.7,1,91,间歇性雨，不冻，在观测时较弱 ,3
10.01.2022 08:00,4.6,0,72, ,1
10.01.2022 05:00,3.8,0,75, ,1
10.01.2022 02:00,3.6,0,69, ,0
09.01.2022 23:00,4,0,59, ,1
09.01.2022 20:00,3.8,0,59, ,2
09.01.2022 17:00,5,0,53, ,2
09.01.2022 14:00,5.4,0,42, ,3
09.01.2022 11:00,3.1,0,55,霾 ,4
09.01.2022 08:00,0.8,0,64,霾 ,4
09.01.2022 05:00,1.2,0,71,薄雾 ,2
09.01.2022 02:00,1.8,0,83,薄雾 ,2
08.01.2022 23:00,3.5,0,69,霾 ,2
08.01.2022 20:00,5.6,0,56,霾 ,1
08.01.2022 17:00,6,0,52,霾 ,1
08.01.2022 14:00,6.6,0,51,霾 ,3
08.01.2022 11:00,3.7,0,68,霾 ,2
08.01.2022 08:00,0.9,0,82,薄雾 ,1
08.01.2022 05:00,1.3,0,71,霾 ,2
08.01.2022 02:00,2.5,0,67,霾 ,2
07.01.2022 23:00,3.1,0,66,霾 ,1
07.01.2022 20:00,3.8,0,62,霾 ,2
07.01.2022 17:00,4.1,0,58,霾 ,2
